sample_id,document_id,document_family_id,doc_type,data_source,is_synthetic,license,is_tampered,tampering_type,image_path,mask_path,width,height,tampered_pixel_count,tampered_area_ratio,split
public_GenText_Forensic_00000010,GenText_Forensic_00000010,pub_family_GenText_Forensic_00000010,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000010.png,data\train\masks\public_GenText_Forensic_00000010.png,1061,1500,16843,0.010583097706566133,train
public_GenText_Forensic_00000011,GenText_Forensic_00000011,pub_family_GenText_Forensic_00000011,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000011.png,data\train\masks\public_GenText_Forensic_00000011.png,1159,1500,5395,0.003103249928098936,train
public_GenText_Forensic_00000012,GenText_Forensic_00000012,pub_family_GenText_Forensic_00000012,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000012.png,data\train\masks\public_GenText_Forensic_00000012.png,1159,1500,13476,0.007751509922346851,train
public_GenText_Forensic_00000013,GenText_Forensic_00000013,pub_family_GenText_Forensic_00000013,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000013.png,data\train\masks\public_GenText_Forensic_00000013.png,1500,1061,4878,0.0030650329877474083,train
public_GenText_Forensic_00000014,GenText_Forensic_00000014,pub_family_GenText_Forensic_00000014,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\test\images\public_GenText_Forensic_00000014.png,data\test\masks\public_GenText_Forensic_00000014.png,1061,1500,18925,0.011891297518064718,test
public_GenText_Forensic_00000015,GenText_Forensic_00000015,pub_family_GenText_Forensic_00000015,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\test\images\public_GenText_Forensic_00000015.png,data\test\masks\public_GenText_Forensic_00000015.png,1500,1061,3859,0.002424756519007226,test
public_GenText_Forensic_00000016,GenText_Forensic_00000016,pub_family_GenText_Forensic_00000016,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000016.png,data\train\masks\public_GenText_Forensic_00000016.png,1159,1500,16591,0.009543284440609721,train
public_GenText_Forensic_00000017,GenText_Forensic_00000017,pub_family_GenText_Forensic_00000017,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\test\images\public_GenText_Forensic_00000017.png,data\test\masks\public_GenText_Forensic_00000017.png,1159,1500,5477,0.0031504170261719873,test
public_GenText_Forensic_00000018,GenText_Forensic_00000018,pub_family_GenText_Forensic_00000018,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000018.png,data\train\masks\public_GenText_Forensic_00000018.png,1159,1500,15743,0.009055507621512799,train
public_GenText_Forensic_00000019,GenText_Forensic_00000019,pub_family_GenText_Forensic_00000019,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000019.png,data\train\masks\public_GenText_Forensic_00000019.png,1159,1500,8778,0.005049180327868852,train
public_GenText_Forensic_00000020,GenText_Forensic_00000020,pub_family_GenText_Forensic_00000020,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000020.png,data\train\masks\public_GenText_Forensic_00000020.png,1060,1500,4077,0.0025641509433962264,train
public_GenText_Forensic_00000021,GenText_Forensic_00000021,pub_family_GenText_Forensic_00000021,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000021.png,data\train\masks\public_GenText_Forensic_00000021.png,1159,1500,5745,0.0033045729076790335,train
public_GenText_Forensic_00000022,GenText_Forensic_00000022,pub_family_GenText_Forensic_00000022,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000022.png,data\train\masks\public_GenText_Forensic_00000022.png,1159,1500,15687,0.009023295944779982,train
public_GenText_Forensic_00000023,GenText_Forensic_00000023,pub_family_GenText_Forensic_00000023,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000023.png,data\train\masks\public_GenText_Forensic_00000023.png,1061,1500,17625,0.011074458058435438,train
public_GenText_Forensic_00000024,GenText_Forensic_00000024,pub_family_GenText_Forensic_00000024,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000024.png,data\train\masks\public_GenText_Forensic_00000024.png,1159,1500,143771,0.0826983031348864,train
public_GenText_Forensic_00000025,GenText_Forensic_00000025,pub_family_GenText_Forensic_00000025,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000025.png,data\train\masks\public_GenText_Forensic_00000025.png,1159,1500,8278,0.004761576071325856,train
public_GenText_Forensic_00000026,GenText_Forensic_00000026,pub_family_GenText_Forensic_00000026,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000026.png,data\train\masks\public_GenText_Forensic_00000026.png,1159,1500,5378,0.0030934713833764738,train
public_GenText_Forensic_00000027,GenText_Forensic_00000027,pub_family_GenText_Forensic_00000027,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\val\images\public_GenText_Forensic_00000027.png,data\val\masks\public_GenText_Forensic_00000027.png,1159,1500,3283,0.0018884095484613171,val
public_GenText_Forensic_00000028,GenText_Forensic_00000028,pub_family_GenText_Forensic_00000028,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000028.png,data\train\masks\public_GenText_Forensic_00000028.png,1145,1500,10012,0.0058294032023289664,train
public_GenText_Forensic_00000029,GenText_Forensic_00000029,pub_family_GenText_Forensic_00000029,public_document,public_realtext_v2,0,CC-BY-NC-4.0,1,public_realtext_tampered,data\train\images\public_GenText_Forensic_00000029.png,data\train\masks\public_GenText_Forensic_00000029.png,1061,1500,4821,0.0030292177191328937,train
public_GenText_Forensic_00002000,GenText_Forensic_00002000,pub_family_GenText_Forensic_00002000,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002000.png,data\train\masks\public_GenText_Forensic_00002000.png,1061,1500,0,0.0,train
public_GenText_Forensic_00002001,GenText_Forensic_00002001,pub_family_GenText_Forensic_00002001,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002001.png,data\train\masks\public_GenText_Forensic_00002001.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002002,GenText_Forensic_00002002,pub_family_GenText_Forensic_00002002,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002002.png,data\train\masks\public_GenText_Forensic_00002002.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002003,GenText_Forensic_00002003,pub_family_GenText_Forensic_00002003,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002003.png,data\train\masks\public_GenText_Forensic_00002003.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002004,GenText_Forensic_00002004,pub_family_GenText_Forensic_00002004,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\val\images\public_GenText_Forensic_00002004.png,data\val\masks\public_GenText_Forensic_00002004.png,1061,1500,0,0.0,val
public_GenText_Forensic_00002005,GenText_Forensic_00002005,pub_family_GenText_Forensic_00002005,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002005.png,data\train\masks\public_GenText_Forensic_00002005.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002006,GenText_Forensic_00002006,pub_family_GenText_Forensic_00002006,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002006.png,data\train\masks\public_GenText_Forensic_00002006.png,1061,1500,0,0.0,train
public_GenText_Forensic_00002007,GenText_Forensic_00002007,pub_family_GenText_Forensic_00002007,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\val\images\public_GenText_Forensic_00002007.png,data\val\masks\public_GenText_Forensic_00002007.png,1500,1061,0,0.0,val
public_GenText_Forensic_00002008,GenText_Forensic_00002008,pub_family_GenText_Forensic_00002008,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002008.png,data\train\masks\public_GenText_Forensic_00002008.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002009,GenText_Forensic_00002009,pub_family_GenText_Forensic_00002009,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002009.png,data\train\masks\public_GenText_Forensic_00002009.png,1061,1500,0,0.0,train
public_GenText_Forensic_00002010,GenText_Forensic_00002010,pub_family_GenText_Forensic_00002010,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\test\images\public_GenText_Forensic_00002010.png,data\test\masks\public_GenText_Forensic_00002010.png,971,1500,0,0.0,test
public_GenText_Forensic_00002011,GenText_Forensic_00002011,pub_family_GenText_Forensic_00002011,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002011.png,data\train\masks\public_GenText_Forensic_00002011.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002012,GenText_Forensic_00002012,pub_family_GenText_Forensic_00002012,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002012.png,data\train\masks\public_GenText_Forensic_00002012.png,1038,1500,0,0.0,train
public_GenText_Forensic_00002013,GenText_Forensic_00002013,pub_family_GenText_Forensic_00002013,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002013.png,data\train\masks\public_GenText_Forensic_00002013.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002014,GenText_Forensic_00002014,pub_family_GenText_Forensic_00002014,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002014.png,data\train\masks\public_GenText_Forensic_00002014.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002015,GenText_Forensic_00002015,pub_family_GenText_Forensic_00002015,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002015.png,data\train\masks\public_GenText_Forensic_00002015.png,1159,1500,0,0.0,train
public_GenText_Forensic_00002016,GenText_Forensic_00002016,pub_family_GenText_Forensic_00002016,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002016.png,data\train\masks\public_GenText_Forensic_00002016.png,1061,1500,0,0.0,train
public_GenText_Forensic_00002017,GenText_Forensic_00002017,pub_family_GenText_Forensic_00002017,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\val\images\public_GenText_Forensic_00002017.png,data\val\masks\public_GenText_Forensic_00002017.png,1159,1500,0,0.0,val
public_GenText_Forensic_00002018,GenText_Forensic_00002018,pub_family_GenText_Forensic_00002018,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\train\images\public_GenText_Forensic_00002018.png,data\train\masks\public_GenText_Forensic_00002018.png,1061,1500,0,0.0,train
public_GenText_Forensic_00002019,GenText_Forensic_00002019,pub_family_GenText_Forensic_00002019,public_document,public_realtext_v2,0,CC-BY-NC-4.0,0,none,data\val\images\public_GenText_Forensic_00002019.png,data\val\masks\public_GenText_Forensic_00002019.png,1159,1500,0,0.0,val
synthetic_doc_family_invoice_001_inst_00_authentic,doc_family_invoice_001_inst_00,doc_family_invoice_001,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_001_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_001_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_001_inst_00_tampered_v1_copy_move,doc_family_invoice_001_inst_00,doc_family_invoice_001,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_001_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_001_inst_00_tampered_v1_copy_move.png,800,1050,11200,0.013333333333333334,train
synthetic_doc_family_invoice_001_inst_00_tampered_v2_splicing,doc_family_invoice_001_inst_00,doc_family_invoice_001,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_001_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_001_inst_00_tampered_v2_splicing.png,800,1050,3248,0.0038666666666666667,train
synthetic_doc_family_invoice_001_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_001_inst_00,doc_family_invoice_001,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_001_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_001_inst_00_tampered_v3_erasure_inpainting.png,800,1050,7784,0.009266666666666666,train
synthetic_doc_family_invoice_002_inst_00_authentic,doc_family_invoice_002_inst_00,doc_family_invoice_002,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_002_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_002_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_002_inst_00_tampered_v1_copy_move,doc_family_invoice_002_inst_00,doc_family_invoice_002,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_002_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_002_inst_00_tampered_v1_copy_move.png,800,1050,19352,0.02303809523809524,train
synthetic_doc_family_invoice_002_inst_00_tampered_v2_splicing,doc_family_invoice_002_inst_00,doc_family_invoice_002,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_002_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_002_inst_00_tampered_v2_splicing.png,800,1050,2554,0.0030404761904761907,train
synthetic_doc_family_invoice_002_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_002_inst_00,doc_family_invoice_002,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_002_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_002_inst_00_tampered_v3_erasure_inpainting.png,800,1050,11856,0.014114285714285715,train
synthetic_doc_family_invoice_003_inst_00_authentic,doc_family_invoice_003_inst_00,doc_family_invoice_003,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_003_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_003_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_003_inst_00_tampered_v1_copy_move,doc_family_invoice_003_inst_00,doc_family_invoice_003,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_003_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_003_inst_00_tampered_v1_copy_move.png,800,1050,7872,0.009371428571428572,train
synthetic_doc_family_invoice_003_inst_00_tampered_v2_splicing,doc_family_invoice_003_inst_00,doc_family_invoice_003,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_003_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_003_inst_00_tampered_v2_splicing.png,800,1050,4745,0.005648809523809524,train
synthetic_doc_family_invoice_003_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_003_inst_00,doc_family_invoice_003,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_003_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_003_inst_00_tampered_v3_erasure_inpainting.png,800,1050,9145,0.010886904761904763,train
synthetic_doc_family_invoice_004_inst_00_authentic,doc_family_invoice_004_inst_00,doc_family_invoice_004,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_004_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_004_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_004_inst_00_tampered_v1_copy_move,doc_family_invoice_004_inst_00,doc_family_invoice_004,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_004_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_004_inst_00_tampered_v1_copy_move.png,800,1050,10277,0.01223452380952381,train
synthetic_doc_family_invoice_004_inst_00_tampered_v2_splicing,doc_family_invoice_004_inst_00,doc_family_invoice_004,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_004_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_004_inst_00_tampered_v2_splicing.png,800,1050,2364,0.0028142857142857145,train
synthetic_doc_family_invoice_004_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_004_inst_00,doc_family_invoice_004,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_004_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_004_inst_00_tampered_v3_erasure_inpainting.png,800,1050,11524,0.013719047619047619,train
synthetic_doc_family_invoice_005_inst_00_authentic,doc_family_invoice_005_inst_00,doc_family_invoice_005,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_005_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_005_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_005_inst_00_tampered_v1_copy_move,doc_family_invoice_005_inst_00,doc_family_invoice_005,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_005_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_005_inst_00_tampered_v1_copy_move.png,800,1050,13572,0.016157142857142856,train
synthetic_doc_family_invoice_005_inst_00_tampered_v2_splicing,doc_family_invoice_005_inst_00,doc_family_invoice_005,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_005_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_005_inst_00_tampered_v2_splicing.png,800,1050,4339,0.005165476190476191,train
synthetic_doc_family_invoice_005_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_005_inst_00,doc_family_invoice_005,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_005_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_005_inst_00_tampered_v3_erasure_inpainting.png,800,1050,11214,0.01335,train
synthetic_doc_family_invoice_006_inst_00_authentic,doc_family_invoice_006_inst_00,doc_family_invoice_006,invoice,synthetic_docforensics,1,MIT,0,none,data\test\images\synthetic_doc_family_invoice_006_inst_00_authentic.png,data\test\masks\synthetic_doc_family_invoice_006_inst_00_authentic.png,800,1050,0,0.0,test
synthetic_doc_family_invoice_006_inst_00_tampered_v1_copy_move,doc_family_invoice_006_inst_00,doc_family_invoice_006,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\test\images\synthetic_doc_family_invoice_006_inst_00_tampered_v1_copy_move.png,data\test\masks\synthetic_doc_family_invoice_006_inst_00_tampered_v1_copy_move.png,800,1050,12369,0.014725,test
synthetic_doc_family_invoice_006_inst_00_tampered_v2_splicing,doc_family_invoice_006_inst_00,doc_family_invoice_006,invoice,synthetic_docforensics,1,MIT,1,splicing,data\test\images\synthetic_doc_family_invoice_006_inst_00_tampered_v2_splicing.png,data\test\masks\synthetic_doc_family_invoice_006_inst_00_tampered_v2_splicing.png,800,1050,3970,0.004726190476190476,test
synthetic_doc_family_invoice_006_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_006_inst_00,doc_family_invoice_006,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\test\images\synthetic_doc_family_invoice_006_inst_00_tampered_v3_erasure_inpainting.png,data\test\masks\synthetic_doc_family_invoice_006_inst_00_tampered_v3_erasure_inpainting.png,800,1050,6900,0.008214285714285714,test
synthetic_doc_family_invoice_007_inst_00_authentic,doc_family_invoice_007_inst_00,doc_family_invoice_007,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_007_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_007_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_007_inst_00_tampered_v1_copy_move,doc_family_invoice_007_inst_00,doc_family_invoice_007,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_007_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_007_inst_00_tampered_v1_copy_move.png,800,1050,12040,0.014333333333333333,train
synthetic_doc_family_invoice_007_inst_00_tampered_v2_splicing,doc_family_invoice_007_inst_00,doc_family_invoice_007,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_007_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_007_inst_00_tampered_v2_splicing.png,800,1050,5045,0.006005952380952381,train
synthetic_doc_family_invoice_007_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_007_inst_00,doc_family_invoice_007,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_007_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_007_inst_00_tampered_v3_erasure_inpainting.png,800,1050,7350,0.00875,train
synthetic_doc_family_invoice_008_inst_00_authentic,doc_family_invoice_008_inst_00,doc_family_invoice_008,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_008_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_008_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_008_inst_00_tampered_v1_copy_move,doc_family_invoice_008_inst_00,doc_family_invoice_008,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_008_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_008_inst_00_tampered_v1_copy_move.png,800,1050,7410,0.008821428571428572,train
synthetic_doc_family_invoice_008_inst_00_tampered_v2_splicing,doc_family_invoice_008_inst_00,doc_family_invoice_008,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_008_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_008_inst_00_tampered_v2_splicing.png,800,1050,3252,0.0038714285714285712,train
synthetic_doc_family_invoice_008_inst_00_tampered_v3_erasure_inpainting,doc_family_invoice_008_inst_00,doc_family_invoice_008,invoice,synthetic_docforensics,1,MIT,1,erasure_inpainting,data\train\images\synthetic_doc_family_invoice_008_inst_00_tampered_v3_erasure_inpainting.png,data\train\masks\synthetic_doc_family_invoice_008_inst_00_tampered_v3_erasure_inpainting.png,800,1050,17388,0.0207,train
synthetic_doc_family_invoice_009_inst_00_authentic,doc_family_invoice_009_inst_00,doc_family_invoice_009,invoice,synthetic_docforensics,1,MIT,0,none,data\train\images\synthetic_doc_family_invoice_009_inst_00_authentic.png,data\train\masks\synthetic_doc_family_invoice_009_inst_00_authentic.png,800,1050,0,0.0,train
synthetic_doc_family_invoice_009_inst_00_tampered_v1_copy_move,doc_family_invoice_009_inst_00,doc_family_invoice_009,invoice,synthetic_docforensics,1,MIT,1,copy_move,data\train\images\synthetic_doc_family_invoice_009_inst_00_tampered_v1_copy_move.png,data\train\masks\synthetic_doc_family_invoice_009_inst_00_tampered_v1_copy_move.png,800,1050,19190,0.022845238095238096,train
synthetic_doc_family_invoice_009_inst_00_tampered_v2_splicing,doc_family_invoice_009_inst_00,doc_family_invoice_009,invoice,synthetic_docforensics,1,MIT,1,splicing,data\train\images\synthetic_doc_family_invoice_009_inst_00_tampered_v2_splicing.png,data\train\masks\synthetic_doc_family_invoice_009_inst_00_tampered_v2_splicing.png,800,1050,5441,0.006477380952380952,train
